zip_code,crime_type,Total_crimes
78723,Unlawful Carry-Lic Holder,3
78723,Unlawful Carrying Weapon,267
78723,Unlawful Restraint,19
78723,Unlawful Restraint Fam/Dat Vio,12
78723,Urinating In Public Place,162
78723,Viol City Ordinance -  Game Rm,5
78723,Viol City Ordinance - Curfew,338
78723,Viol City Ordinance - Dog,118
78723,Viol City Ordinance - Smoking,4
78723,Viol City Ordinance - Sound,5
78723,Viol City Ordinance - Taxi,2
78723,Viol City Ordinance - Title 10,1
78723,Viol City Ordinance - Wrecker,94
78723,Viol City Ordinance -Firework,8
78723,Viol Glass Container,4
78723,Viol Of Aggressive Confront,2
78723,Viol Of Bond Conditions,12
78723,Viol Of Camping Ordinance,1
78723,Viol Of Court Order-Non Epo-Po,148
78723,Viol Of Emerg Protective Order,156
78723,Viol Of Park Curfew,160
78723,Viol Of Protective Order,314
78723,Viol State Law - Other,457
78723,Viol Stay Away Order,2
78723,Viol Temp Ex Parte  Order,5
78723,Violation City Ordinance,588
78723,Voco - Alcohol  Consumption,211
78723,Voco Amplified Music/Vehicle,435
78723,Voco Solicitation Prohibit,259
78723,Warrant Arrest Non Traffic,2195
78723,Weapon Viol - Other,15
78724,Abuse Of 911,2
78724,Agg Aslt Enhanc Strangl/Suffoc,33
78724,Agg Aslt W/Motor Veh Fam/Dat V,26
78724,Agg Assault On Peace Officer,1
78724,Agg Assault On Public Servant,5
78724,Agg Assault With Motor Veh,53
78724,Agg Kidnapping,1
78724,Agg Kidnapping Fam Vio,1
78724,Agg Robbery By Assault,3
78724,Aggravated Assault,994
78724,Aggravated Robbery,322
78724,Amplified Music / Vehicle,1
78724,Applic To Revoke Probation,28
78724,Arson,53
78724,Arson With Bodily Injury,1
78724,Arson-Criminal Mischief,13
78724,Assault - School Personnel,1
78724,Assault By Contact,803
78724,Assault By Threat,578
78724,Assault Of A Pregnant Woman,3
78724,Assault Of Pregnant Wm-Fam/Dat,5
78724,Assault On Peace Officer,6
78724,Assault On Public Servant,23
78724,Assault With Injury,3037
78724,Att Auto Theft,5
78724,Att Theft,1
78724,Attack By Dog,1
78724,Auto Theft,824
78724,Awol,1
78724,Boating While Intoxicated,1
78724,Bomb Threat,1
78724,Breach Of Computer Security,17
78724,Burglary Non Residence,403
78724,Burglary Of Coin-Op Machine,18
78724,Burglary Of Residence,1937
78724,Burglary Of Shed/Detached Garage/Storage Unit,63
78724,Burglary Of Vehicle,2498
78724,Camping In Park,2
78724,Capital Murder,3
78724,Child Custody Interfere,215
78724,Child Endangerment- Abandonmen,90
78724,Civil Disturbance/Demo,20
78724,Counterfeiting,38
78724,Crash/Fail Stop And Render Aid,150
78724,Crash/Intox Manslaughter,3
78724,Crash/Intoxication Assault,6
78724,Cred Card Abuse - Expir-Cancel,2
78724,Cred Card Abuse By Forgery,51
78724,Criminal Conspiracy,1
78724,Criminal Mischief,2860
78724,Criminal Solicitation,1
78724,Criminal Solicitation Of Minor,9
78724,Criminal Trespass,498
78724,Criminal Trespass/In Vehicle,3
78724,Cruelty To Animals,137
78724,Custody Arrest Traffic Warr,590
78724,DWI,759
78724,Damage City Prop,64
78724,Damage City Vehicle,22
78724,Dang Drug Viol - Other,1
78724,Dating Disturbance,186
78724,Deadly Conduct,167
78724,Deadly Conduct Fam/Date Viol,2
78724,Debit/Credit Card Abuse,287
78724,Del Marijuana,1
78724,Del Of Alcohol To Minor,1
78724,Disposal Of Solid Waste,3
78724,Disruption Of Classes,10
78724,Distrib Harmful Material Minor,3
78724,Disturbance - Other,1185
78724,Doc Abuse Or Threat,2
78724,Doc Abusive Language,12
78724,Doc Discharge Gun - Pub Place,59
78724,Doc Discharge Gun - Pub Road,22
78724,Doc Display Gun/Deadly Pub Plc,39
78724,Doc Exposure,21
78724,Doc Fighting,73
78724,Doc Offensive Gesture,4
78724,Doc Unreasonable Noise,19
78724,Doc Window Peeping - Hotel,1
78724,Driving While Intox / Felony,72
78724,Dui - Age 16 And Under,2
78724,Dui - Age 17 To 20,14
78724,Dumping Refuse Near Highway,25
78724,Dwi  .15 Bac Or Above,79
78724,Dwi - Child Passenger,22
78724,Dwi - Drug Recognition Expert,23
78724,Engaging In Organized Crime,1
78724,Evading / Foot,79
78724,Evading / Vehicle Pursuit,36
78724,Evading Vehicle,79
78724,Expired-Att Agg Robbery/Weap,1
78724,Expired-Evading Arrest,1
78724,Expired-Injury Child - Elderly,8
78724,Exploitation Of Child/Elderly,2
78724,Explosive Ordnance Disposal,5
78724,Fail To Register - Adult Vic,1
78724,Failure To Identify,147
78724,False Alarm Or Report,38
78724,False Report To Peace Officer,35
78724,False Statement -Obtain Credit,9
78724,Family Disturbance,5579
78724,Federal Viol/Other,16
78724,Felony Enhancement/Asslt W/Inj,194
78724,Forgery - Other,20
78724,Forgery And Passing,161
78724,Forgery By Making,13
78724,Forgery Of Identification,5
78724,Forgery- Certificate Of Title,5
78724,Fraud - Other,281
78724,Fraud Filing Finance Statement,2
78724,Gambling,11
78724,Gambling Promotion,1
78724,Graffiti,59
78724,Harassment,1357
78724,Harassment Of A Public Servant,7
78724,Harassment Online,5
78724,Harboring Runaway Child,7
78724,Hinder Secured Creditors,5
78724,Hindering Apprehension,6
78724,Identity Theft,469
78724,Identity Theft-Tax Returns,2
78724,Illegal Labelling Of Recording,3
78724,Immigration Hold/Arrest,9
78724,Impersonating Public Servant,9
78724,Indecent Assault,3
78724,Indecent Exposure,18
78724,Inhalant Abuse,1
78724,Inj To Disabled  Fam/Date Viol,8
78724,Inj To Elderly   Fam/Date Viol,25
78724,Inj/Child Fv (No Care/Custody),8
78724,Injury Disabled Individual,15
78724,Injury To Child,84
78724,Injury To Child (Care/Custody),58
78724,Injury To Elderly Person,17
78724,Inter Emerg Phonecall Fam/Date,21
78724,Interference Public Duties,6
78724,Interfering W/Emerg Phone Call,10
78724,Justified Homicide,3
78724,Kidnapping,6
78724,Liquor Law Violation/Other,15
78724,Littering,13
78724,Mail Theft,41
78724,Making Tobacco Avail To Minor,2
78724,Manf Controlled Sub - Other,1
78724,Manslaughter,1
78724,Misapply Fiduciary Prop,2
78724,Murder,17
78724,Narcotic Possession,646
78724,Nuisance Abatement,16
78724,Obscene Display - Distribution,1
78724,Obtain Controlled Sub By Fraud,1
78724,Online Impersonation,18
78724,Online Solicitation Of A Minor,4
78724,Parole Viol,20
78724,Pigeon Drop,1
78724,Pocket Picking,1
78724,Poss Dang Drug,27
78724,Poss Of Alcohol - Age 17 To 20,27
78724,Poss Of Alcohol-Age 16 & Under,5
78724,Poss Of Firearm By Felon,58
78724,Poss Of Prohibited Weapon,9
78724,Poss Synthetic Marijuana,8
78724,Poss/Promo Child Pornography,13
78724,Possession Of Marijuana,680
78724,Possession of Drug,307
78724,Probation Viol,15
78724,Promotion Of Prostitution,1
78724,Prostitution,8
78724,Protective Order,169
78724,Prowler,8
78724,Public Lewdness,2
78724,Purchasing Prostitution,1
78724,Reckless Conduct,4
78724,Reckless Damage,29
78724,Rental Car/Fail To Return,2
78724,Resisting Arrest Or Search,29
78724,Retaliation,23
78724,Robbery By Threat,26
78724,Sale Or Purchase Of Child,1
78724,Sexting/Transmit Sexual Photos,3
78724,Smuggling Illegal Alien,3
78724,Stalking,40
78724,Take Weapon Frm Police Officer,3
78724,Tampering With Consumer Prod,1
78724,Tampering With Evidence,10
78724,Tampering With Gov Record,11
78724,Tampering With Witness,1
78724,Telecommunication Crimes/Other,1
78724,Terroristic Threat,417
78724,Theft,2467
78724,Theft By Embezzlement,1
78724,Theft By Extortion,1
78724,Theft By False Pretext/Bunco,2
78724,Theft By Public Servant,4
78724,Theft By Shoplifting,95
78724,Theft Catalytic Converter,44
78724,Theft From Auto,159
78724,Theft From Building,41
78724,Theft From Person,107
78724,Theft Of Auto Parts,82
78724,Theft Of Bicycle,71
78724,Theft Of Heavy Equipment,13
78724,Theft Of License Plate,131
78724,Theft Of Metal,42
78724,Theft Of Service,128
78724,Theft Of Telecommunication Srv,2
78724,Theft Of Trailer,61
78724,Theft- Appropriate Stolen Prop,2
78724,Tobacco Viol - Age 17,3
78724,Tobacco Viol - Under Age 17,14
78724,Trademark Counterfeiting,2
78724,Trafficking Of Persons,7
78724,Truancy,6
78724,Unlawful Carry-Lic Holder,2
78724,Unlawful Carrying Weapon,105
78724,Unlawful Restraint,9
78724,Unlawful Restraint Fam/Dat Vio,5
78724,Urinating In Public Place,11
78724,Viol City Ordinance -  Game Rm,2
78724,Viol City Ordinance - Curfew,143
78724,Viol City Ordinance - Dog,85
78724,Viol City Ordinance - Smoking,1
78724,Viol City Ordinance - Sound,1
78724,Viol City Ordinance - Wrecker,32
78724,Viol City Ordinance -Firework,7
78724,Viol Glass Container,11
78724,Viol Of Bond Conditions,3
78724,Viol Of Court Order-Non Epo-Po,62
78724,Viol Of Emerg Protective Order,63
78724,Viol Of Park Curfew,28
78724,Viol Of Protective Order,156
78724,Viol State Law - Other,123
78724,Viol Stay Away Order,1
78724,Viol Temp Ex Parte  Order,1
78724,Viol Water Safety Act,4
78724,Violation City Ordinance,101
78724,Voco - Alcohol  Consumption,8
78724,Voco Amplified Music/Vehicle,108
78724,Voco Solicitation Prohibit,8
78724,Warrant Arrest Non Traffic,456
78724,Weapon Viol - Other,6
78725,Agg Aslt Enhanc Strangl/Suffoc,3
78725,Agg Assault On Peace Officer,1
78725,Agg Assault On Public Servant,1
78725,Agg Assault With Motor Veh,6
78725,Aggravated Assault,59
78725,Aggravated Robbery,10
78725,Applic To Revoke Probation,2
78725,Arson,7
78725,Assault By Contact,55
78725,Assault By Threat,61
78725,Assault On Peace Officer,1
78725,Assault On Public Servant,4
78725,Assault With Injury,236
78725,Att Burglary Non Residence,1
78725,Auto Theft,58
78725,Bomb Threat,4
78725,Breach Of Computer Security,2
78725,Bribery,1
78725,Burglary Non Residence,77
78725,Burglary Of Coin-Op Machine,3
78725,Burglary Of Residence,103
78725,Burglary Of Shed/Detached Garage/Storage Unit,16
78725,Burglary Of Vehicle,156
78725,Child Custody Interfere,21
78725,Child Endangerment- Abandonmen,9
78725,Civil Disturbance/Demo,5
78725,Controlled Sub Viol - Other,1
78725,Counterfeiting,6
78725,Crash/Fail Stop And Render Aid,14
78725,Crash/Intoxication Assault,2
78725,Crash/Manslaughter,1
78725,Cred Card Abuse By Forgery,5
78725,Criminal Mischief,198
78725,Criminal Solicitation Of Minor,2
78725,Criminal Trespass,49
78725,Cruelty To Animals,12
78725,Custody Arrest Traffic Warr,55
78725,DWI,92
78725,Damage City Prop,24
78725,Damage City Vehicle,6
78725,Dating Disturbance,11
78725,Deadly Conduct,6
78725,Deadly Conduct Fam/Date Viol,1
78725,Debit/Credit Card Abuse,35
78725,Del Marijuana,1
78725,Disturbance - Other,100
78725,Doc Abusive Language,2
78725,Doc Discharge Gun - Pub Place,5
78725,Doc Discharge Gun - Pub Road,2
78725,Doc Display Gun/Deadly Pub Plc,2
78725,Doc Fighting,1
78725,Doc Unreasonable Noise,4
78725,Driving While Intox / Felony,11
78725,Dui - Age 17 To 20,1
78725,Dumping Refuse Near Highway,6
78725,Dwi  .15 Bac Or Above,3
78725,Dwi - Child Passenger,5
78725,Evading / Foot,7
78725,Evading / Vehicle Pursuit,1
78725,Evading Vehicle,8
78725,Expired-Evading Arrest,1
78725,Explosive Ordnance Disposal,1
78725,Fail To Register- Minor Vic,1
78725,Failure To Identify,14
78725,False Alarm Or Report,2
78725,Family Disturbance,402
78725,Federal Viol/Other,3
78725,Felony Enhancement/Asslt W/Inj,16
78725,Forgery - Other,3
78725,Forgery And Passing,23
78725,Fraud - Other,15
78725,Fraud-Card Skimmer,1
78725,Gambling,1
78725,Graffiti,9
78725,Harassment,101
78725,Harassment Of A Public Servant,1
78725,Hinder Secured Creditors,1
78725,Identity Theft,51
78725,Immigration Hold/Arrest,1
78725,Impersonating Public Servant,1
78725,Indecent Exposure,3
78725,Inj To Disabled  Fam/Date Viol,1
78725,Inj To Elderly   Fam/Date Viol,2
78725,Injury Disabled Individual,2
78725,Injury To Child,5
78725,Injury To Child (Care/Custody),7
78725,Inter Emerg Phonecall Fam/Date,1
78725,Interfering W/Emerg Phone Call,1
78725,Liquor Law Violation/Other,1
78725,Littering,2
78725,Mail Theft,4
78725,Making Tobacco Avail To Minor,1
78725,Misuse Of Official Info,2
78725,Murder,1
78725,Narcotic Possession,85
78725,Parole Viol,1
78725,Perjury,1
78725,Poss Dang Drug,1
78725,Poss Of Alcohol - Age 17 To 20,1
78725,Poss Of Firearm By Felon,4
78725,Poss/Promo Child Pornography,4
78725,Possession Of Marijuana,65
78725,Possession of Drug,36
78725,Prostitution,1
78725,Protective Order,9
78725,Prowler,1
78725,Purse Snatching,1
78725,Resisting Arrest Or Search,4
78725,Retaliation,1
78725,Robbery By Threat,2
78725,Securing Exec-Doc By Deception,1
78725,Sexting/Transmit Sexual Photos,1
78725,Stalking,3
78725,Take Weapon Frm Police Officer,1
78725,Tampering With Gov Record,3
78725,Tampering With Id Number,1
78725,Tampering With Witness,1
78725,Terroristic Threat,44
78725,Terroristic Threat-Mass Caslty,3
78725,Theft,286
78725,Theft By Shoplifting,6
78725,Theft Catalytic Converter,9
78725,Theft From Auto,8
78725,Theft From Building,11
78725,Theft From Person,7
78725,Theft Of Auto Parts,8
78725,Theft Of Bicycle,5
78725,Theft Of Heavy Equipment,2
78725,Theft Of License Plate,11
78725,Theft Of Metal,28
78725,Theft Of Service,13
78725,Theft Of Trailer,13
78725,Unlawful Carry-Lic Holder,1
78725,Unlawful Carrying Weapon,9
78725,Unlawful Restraint,2
78725,Urinating In Public Place,1
78725,Viol City Ordinance - Curfew,2
78725,Viol City Ordinance - Dog,5
78725,Viol City Ordinance - Sound,1
78725,Viol City Ordinance - Title 10,1
78725,Viol City Ordinance - Wrecker,3
78725,Viol Of Bond Conditions,18
78725,Viol Of Court Order-Non Epo-Po,4
78725,Viol Of Emerg Protective Order,19
78725,Viol Of Protective Order,27
78725,Viol State Law - Other,20
78725,Violation City Ordinance,8
78725,Voco - Alcohol  Consumption,3
78725,Voco Amplified Music/Vehicle,6
78725,Warrant Arrest Non Traffic,35
78726,Agg Aslt Enhanc Strangl/Suffoc,4
78726,Agg Aslt W/Motor Veh Fam/Dat V,6
78726,Agg Assault On Public Servant,1
78726,Agg Assault With Motor Veh,6
78726,Agg Kidnapping,1
78726,Agg Robbery By Assault,1
78726,Aggravated Assault,165
78726,Aggravated Robbery,31
78726,Applic To Revoke Probation,2
78726,Arson,3
78726,Arson-Criminal Mischief,5
78726,Assault - School Personnel,1
78726,Assault By Contact,201
78726,Assault By Threat,110
78726,Assault Of Pregnant Wm-Fam/Dat,2
78726,Assault On Peace Officer,1
78726,Assault On Public Servant,4
78726,Assault With Injury,766
78726,Att Burglary Non Residence,1
78726,Att Theft,1
78726,Auto Theft,245
78726,Bomb Threat,3
78726,Breach Of Computer Security,29
78726,Burglary Non Residence,182
78726,Burglary Of Coin-Op Machine,34
78726,Burglary Of Residence,328
78726,Burglary Of Shed/Detached Garage/Storage Unit,46
78726,Burglary Of Vehicle,1149
78726,Child Custody Interfere,72
78726,Child Endangerment- Abandonmen,41
78726,Civil Disturbance/Demo,8
78726,Counterfeiting,22
78726,Crash/Fail Stop And Render Aid,10
78726,Crash/Intoxication Assault,3
78726,Crash/Manslaughter,1
78726,Cred Card Abuse - Expir-Cancel,2
78726,Cred Card Abuse By Forgery,60
78726,Crimes Against Elderly,1
78726,Criminal Mischief,775
78726,Criminal Solicitation Of Minor,4
78726,Criminal Trespass,84
78726,Criminal Trespass/In Vehicle,1
78726,Cruelty To Animals,18
78726,Custody Arrest Traffic Warr,84
78726,DWI,240
78726,Damage City Prop,12
78726,Damage City Vehicle,1
78726,Dating Disturbance,121
78726,Deadly Conduct,16
78726,Deadly Conduct Fam/Date Viol,1
78726,Debit/Credit Card Abuse,287
78726,Del Of Alcohol To Minor,2
78726,Distrib Harmful Material Minor,3
78726,Disturbance - Other,464
78726,Doc Abuse Or Threat,1
78726,Doc Abusive Language,4
78726,Doc Discharge Gun - Pub Place,2
78726,Doc Display Gun/Deadly Pub Plc,6
78726,Doc Exposure,9
78726,Doc Fighting,7
78726,Doc Offensive Gesture,5
78726,Doc Unreasonable Noise,15
78726,Driving While Intox / Felony,19
78726,Dui - Age 16 And Under,1
78726,Dui - Age 17 To 20,8
78726,Dumping Refuse Near Highway,3
78726,Dwi  .15 Bac Or Above,26
78726,Dwi - Child Passenger,3
78726,Dwi - Drug Recognition Expert,4
78726,Evading / Foot,4
78726,Evading / Vehicle Pursuit,1
78726,Evading Vehicle,1
78726,Expired-Att Obt Cont Sub Fraud,1
78726,Explosive Ordnance Disposal,3
78726,Failure To Identify,11
78726,False Alarm Or Report,10
78726,False Report To Peace Officer,4
78726,False Statement -Obtain Credit,7
78726,Family Disturbance,2048
78726,Federal Viol/Other,4
78726,Felony Enhancement/Asslt W/Inj,12
78726,Forgery - Other,47
78726,Forgery And Passing,110
78726,Forgery By Making,29
78726,Forgery Of Identification,2
78726,Fraud - Other,179
78726,Fraud-Card Skimmer,3
78726,Graffiti,24
78726,Harassment,662
78726,Harassment Of A Public Servant,1
78726,Harassment Online,5
78726,Harboring Runaway Child,4
78726,Hinder Secured Creditors,2
78726,Identity Theft,349
78726,Identity Theft-Tax Returns,5
78726,Impersonating Public Servant,2
78726,Indecent Exposure,12
78726,Inhalant Abuse,1
78726,Inj To Elderly   Fam/Date Viol,4
78726,Injury To Child,20
78726,Injury To Child (Care/Custody),14
78726,Injury To Elderly Person,2
78726,Inter Emerg Phonecall Fam/Date,6
78726,Interfering W/Emerg Phone Call,2
78726,Liquor Law Violation/Other,8
78726,Littering,1
78726,Loitering On School Prop,1
78726,Mail Theft,41
78726,Making Tobacco Avail To Minor,1
78726,Manf Controlled Sub - Other,1
78726,Misapply Fiduciary Prop,1
78726,Money Laundering,2
78726,Murder,2
78726,Narcotic Possession,47
78726,Obtain Controlled Sub By Fraud,18
78726,Official Oppression,1
78726,Online Impersonation,13
78726,Online Solicitation Of A Minor,3
78726,Pigeon Drop,5
78726,Poss Criminal Instrument,1
78726,Poss Dang Drug,5
78726,Poss Of Alcohol - Age 17 To 20,20
78726,Poss Of Alcohol-Age 16 & Under,2
78726,Poss Of Firearm By Felon,4
78726,Poss Of Prohibited Weapon,3
78726,Poss/Promo Child Pornography,3
78726,Possession Of Marijuana,69
78726,Possession of Drug,26
78726,Prostitution,2
78726,Protective Order,53
78726,Prowler,5
78726,Public Lewdness,1
78726,Reckless Conduct,1
78726,Reckless Damage,13
78726,Resisting Arrest Or Search,6
78726,Retaliation,3
78726,Robbery By Threat,3
78726,Securing Exec-Doc By Deception,1
78726,Sexting/Transmit Sexual Photos,3
78726,Solicitation - Begging,1
78726,Stalking,21
78726,Tampering With Evidence,1
78726,Tampering With Gov Record,2
78726,Terroristic Threat,151
78726,Terroristic Threat-Mass Caslty,1
78726,Theft,1188
78726,Theft By Embezzlement,1
78726,Theft By Extortion,1
78726,Theft By False Pretext/Bunco,2
78726,Theft By Shoplifting,328
78726,Theft Catalytic Converter,28
78726,Theft From Auto,51
78726,Theft From Building,17
78726,Theft From Person,13
78726,Theft Of Auto Parts,46
78726,Theft Of Bicycle,48
78726,Theft Of Heavy Equipment,4
78726,Theft Of License Plate,90
78726,Theft Of Metal,4
78726,Theft Of Service,44
78726,Theft Of Trailer,37
78726,Theft- Appropriate Stolen Prop,1
78726,Tobacco Viol - Age 17,1
78726,Tobacco Viol - Under Age 17,2
78726,Truancy,2
78726,Ucw License Premise,1
78726,Unlawful Carry-Lic Holder,2
78726,Unlawful Carrying Weapon,6
78726,Unlawful Interception,1
78726,Unlawful Restraint,1
78726,Unlawful Restraint Fam/Dat Vio,7
78726,Urinating In Public Place,4
78726,Viol City Ordinance - Curfew,6
78726,Viol City Ordinance - Dog,8
78726,Viol City Ordinance - Wrecker,10
